B;B.1;B.1.617;B.1.617.2;AY.122;AY.122.1 16072
B;B.1;B.1.617;B.1.617.2;AY.49 224
B;B.1;B.1.617;B.1.617.2;AY.88 2669
B;B.1;B.1.220 96
B;B.1;B.1.1;B.1.1.28;P.2 5461
B;B.1;B.1.1;B.1.1.33;N.3 175
B;B.1;B.1.499 979
B;B.1;B.1.1;B.1.1.33;N.5 598
B;B.1;B.1.1;B.1.1.348 1294
B;B.1;B.1.36;B.1.36.1 869
B;B.1;B.1.1;B.1.1.1;C.26 139
B;B.1;B.1.1;B.1.1.10;L.3 281
B;B.1;B.1.1;B.1.1.33;N.9 170
B;B.1;B.1.1;B.1.1.28;P.7 228
B;B.1;B.1.1;B.1.1.28;P.1;P.1.17 6196
B;B.1;B.1.1;B.1.1.33 2390
A;A.2;A.2.5;A.2.5.2 642
B;B.1;B.1.1;B.1.1.28 3252
B;B.1;B.1.1;B.1.1.28;P.1;P.1.15 4580
B;B.1;B.1.1;B.1.1.28;P.1;P.1.14 21075
B;B.1;B.1.1;B.1.1.307 406
B;B.1;B.1.1;B.1.1.28;P.1;P.1.2 950
B;B.1;B.1.1;B.1.1.28;P.1;P.1.1 3136
B;B.1;B.1.1;B.1.1.442 48
B;B.1;B.1.1;B.1.1.135 222
B;B.1;B.1.1;B.1.1.28;P.1;P.1.12 2076
B;B.1;B.1.1;B.1.1.28;P.1;P.1.7 3446
B;B.1;B.1.600 150
B;B.1;B.1.1;B.1.1.28;P.1;P.1.10 3800
A;A.2;A.2.5 2070
B;B.1;B.1.1;B.1.1.128 152
B;B.1;B.1.1;B.1.1.28;P.1;P.1.13 1196
B;B.1;B.1.336 435
B;B.1;B.1.617;B.1.617.2;AY.54 20458
B;B.1;B.1.617;B.1.617.2;AY.9;AY.9.1 13695
B;B.1;B.1.617;B.1.617.2;AY.45 7644
B;B.1;B.1.617;B.1.617.2;AY.6 26574
B;B.1;B.1.617;B.1.617.2;AY.23 14226
B;B.1;B.1.617;B.1.617.2;AY.3 121430
B;B.1;B.1.617;B.1.617.2;AY.97 693
B;B.1;B.1.617;B.1.617.2;AY.33 18646
B;B.1;B.1.617;B.1.617.2;AY.70 5164
B;B.1;B.1.617;B.1.617.2;AY.24 2509
B;B.1;B.1.617;B.1.617.2;AY.75;AY.75.2 359
B;B.1;B.1.617;B.1.617.2;AY.121 10840
B;B.1;B.1.621 11885
B;B.1;B.1.617;B.1.617.2;AY.32 1767
B;B.1;B.1.617;B.1.617.2;AY.29 80547
B;B.1;B.1.617;B.1.617.2;AY.108 1354
B;B.1;B.1.617;B.1.617.2;AY.118 18469
B;B.1;B.1.617;B.1.617.2;AY.46 19206
B;B.1;B.1.617;B.1.617.2;AY.101 3366
B;B.1;B.1.617;B.1.617.2;AY.113 10238
B;B.1;B.1.617;B.1.617.2;AY.46;AY.46.3 1314
B;B.1;B.1.617;B.1.617.2;AY.99;AY.99.2 17006
B;B.1;B.1.617;B.1.617.2;AY.3;AY.3.1 13219
B;B.1;B.1.617;B.1.617.2;AY.117 11856
B;B.1;B.1.1;B.1.1.1;C.37;C.37.1 341
B;B.1;B.1.1;B.1.1.529;BA.1 2142
B;B.1;B.1.1;B.1.1.1;C.22 14
B;B.1;B.1.1;B.1.1.117 113
B;B.1;B.1.111 859
B;B.1;B.1.104 264
B;B.1;B.1.1;B.1.1.28;P.1;P.1.16 2670
B;B.1;B.1.1;B.1.1.274 196
B;B.40 2753
B;B.1;B.1.498 49
B;B.1;B.1.503 404
B;B.1;B.1.258 15355
B;B.1;B.1.8 707
A;A.1 3570
B;B.1;B.1.110 244
B;B.1;B.1.212 61
B;B.1;B.1.1;B.1.1.1;C.11 94
B;B.37 34
B;B.1;B.1.243 14725
B;B.1;B.1.1;B.1.1.192 437
B;B.1;B.1.1;B.1.1.269 744
B;B.1;B.1.617;B.1.617.2;AY.105 969
XB 3032
B;B.1;B.1.1;B.1.1.409 383
B;B.1;B.1.1;B.1.1.222 5105
B;B.1;B.1.433 383
B;B.4 447
B;B.1;B.1.1;B.1.1.163 129
B;B.1;B.1.617;B.1.617.2;AY.110 6642
B;B.1;B.1.617;B.1.617.2;AY.78 1664
B;B.1;B.1.177;B.1.177.73 1673
B;B.1;B.1.1;B.1.1.10 932
B;B.1;B.1.1;B.1.1.419 134
B;B.1;B.1.1;B.1.1.203 57
B;B.1;B.1.1;B.1.1.16 20
B;B.1;B.1.240;B.1.240.1 40
B;B.1;B.1.1;B.1.1.231 325
B;B.1;B.1.623 1847
B;B.1;B.1.1;B.1.1.1;C.2;C.2.1 151
B;B.1;B.1.177;B.1.177.53;W.1 115
B;B.1;B.1.409 1303
B;B.1;B.1.189 232
B;B.1;B.1.177;B.1.177.81 5291
B;B.1;B.1.240 4745
B;B.1;B.1.588 1120
B;B.1;B.1.1;B.1.1.316;R.1 10995
B;B.1;B.1.637 13771
B;B.1;B.1.221 14058
B;B.1;B.1.576 899
B;B.1;B.1.349 1396
B;B.1;B.1.177;B.1.177.62 837
B;B.1;B.1.561 2525
B;B.1;B.1.625 452
B;B.1;B.1.1;B.1.1.28;P.1;P.1.10;P.1.10.1 83
B;B.1;B.1.621;B.1.621.1 2053
B;B.1;B.1.617;B.1.617.2;AY.53 3443
B;B.1;B.1.617;B.1.617.2;AY.66 1822
B;B.1;B.1.617;B.1.617.2;AY.62 2704
B;B.1;B.1.617;B.1.617.2;AY.14 12126
B;B.1;B.1.617;B.1.617.2;AY.120 28476
B;B.1;B.1.617;B.1.617.2;AY.39;AY.39.1 28669
B;B.1;B.1.617;B.1.617.2;AY.93 3768
B;B.1;B.1.617;B.1.617.2;AY.4;AY.4.2 81711
B;B.1;B.1.617;B.1.617.2;AY.5;AY.5.2 479
A;A.2;A.2.2 592
B;B.1;B.1.319 328
B;B.4;B.4.4 54
B;B.61 177
B;B.35 128
B;B.1;B.1.356 579
B;B.1;B.1.83 64
B;B.28 310
B;B.6 1096
B;B.55 367
B;B.29 282
B;B.1;B.1.523 433
B;B.1;B.1.1;B.1.1.25;D.2 13341
B;B.1;B.1.1;B.1.1.263 644
B;B.1;B.1.1;B.1.1.25 1881
B;B.1;B.1.617;B.1.617.2;AY.39;AY.39.1;AY.39.1.1 3271
B;B.1;B.1.617;B.1.617.2;AY.30 3031
B;B.1;B.1.617;B.1.617.2;AY.107 2709
B;B.1;B.1.617;B.1.617.2;AY.23;AY.23.1 2648
B;B.1;B.1.617;B.1.617.2;AY.83 611
B;B.1;B.1.617;B.1.617.2;AY.7;AY.7.1 9542
B;B.1;B.1.617;B.1.617.2;AY.4;AY.4.3 1577
B;B.1;B.1.617;B.1.617.2;AY.57 2146
B;B.1;B.1.466;B.1.466.2 2672
B;B.1;B.1.1;B.1.1.416 1119
B;B.1;B.1.541 228
B;B.1;B.1.596 11829
B;B.1;B.1.1;B.1.1.7;Q.8 5403
B;B.1;B.1.177;B.1.177.48 320
B;B.1;B.1.36;B.1.36.17 2075
B;B.1;B.1.1;B.1.1.317 2543
A;A.29 224
B;B.1;B.1.466;B.1.466.2;AU.3 481
B;B.1;B.1.351;B.1.351.3 1228
B;B.1;B.1.617;B.1.617.2;AY.40 1217
B;B.1;B.1.617;B.1.617.2;AY.84 1918
B;B.1;B.1.517;B.1.517.1 188
B;B.1;B.1.617;B.1.617.2;AY.37 3566
B;B.1;B.1.617;B.1.617.2;AY.82 727
B;B.1;B.1.617;B.1.617.2;AY.99 1202
B;B.1;B.1.617;B.1.617.2;AY.4;AY.4.5 12113
B;B.1;B.1.617;B.1.617.2;AY.28 761
B;B.1;B.1.617;B.1.617.2;AY.92 3126
B;B.4;B.4.6 60
A;A.2 1530
B;B.1;B.1.1;B.1.1.161 328
A;A.5 527
B;B.1;B.1.1;B.1.1.70 3006
B;B.1;B.1.1;B.1.1.133 117
B;B.1;B.1.552 67
B;B.1;B.1.1;B.1.1.216 1168
B;B.1;B.1.36;B.1.36.19 112
B;B.1;B.1.595 3822
B;B.1;B.1.1;B.1.1.432 774
B;B.1;B.1.556 133
B;B.39 430
B;B.1;B.1.1;B.1.1.190 20
B;B.1;B.1.320 807
B;B.1;B.1.178 40
B;B.3 1201
B;B.1;B.1.1;B.1.1.89 169
B;B.1;B.1.415 71
B;B.1;B.1.234 7653
B;B.1;B.1.13 420
B;B.26 70
B;B.1;B.1.391 874
B;B.1;B.1.564 2448
A;A.3 483
B;B.1;B.1.177;B.1.177.12 6591
B;B.1;B.1.398 345
B;B.1;B.1.1;B.1.1.315 128
B;B.31 269
B;B.1;B.1.36;B.1.36.29 2590
B;B.1;B.1.1;B.1.1.418 52
B;B.1;B.1.627 480
B;B.6;B.6.5 13
B;B.1;B.1.416 770
B;B.1;B.1.1;B.1.1.1;C.36;C.36.3 1782
B;B.1;B.1.617;B.1.617.2;AY.106 3836
B;B.1;B.1.617;B.1.617.2;AY.74 10253
B;B.1;B.1.36;B.1.36.38 630
B;B.1;B.1.1;B.1.1.254 101
B;B.1;B.1.1;B.1.1.189 621
B;B.1;B.1.36;B.1.36.8 1035
B;B.1;B.1.1;B.1.1.284 9494
B;B.1;B.1.1;B.1.1.389 157
B;B.1;B.1.1;B.1.1.431 64
B;B.1;B.1.426 1003
B;B.1;B.1.36;B.1.36.36 1661
B;B.1;B.1.9;B.1.9.5 158
B;B.4;B.4.8 14
B;B.1;B.1.1;B.1.1.46 229
B;B.1;B.1.1;B.1.1.353 70
B;B.1;B.1.258;B.1.258.9 202
B;B.1;B.1.459 302
B;B.1;B.1.564;B.1.564.1 672
B;B.1;B.1.1;B.1.1.243 247
B;B.1;B.1.177;B.1.177.87 1380
B;B.1;B.1.1;B.1.1.312 485
B;B.1;B.1.177;B.1.177.57 3568
B;B.1;B.1.1;B.1.1.39 1951
B;B.1;B.1.36;B.1.36.10 212
B;B.1;B.1.237 224
B;B.1;B.1.1;B.1.1.344 95
B;B.1;B.1.1;B.1.1.231;AL.1 77
B;B.1;B.1.1;B.1.1.214 18127
B;B.1;B.1.177;B.1.177.44 1905
B;B.1;B.1.568 905
B;B.1;B.1.170 247
B;B.1;B.1.596;B.1.596.1 103
B;B.1;B.1.438;B.1.438.1 9389
B;B.1;B.1.177;B.1.177.86 5452
B;B.1;B.1.470 847
B;B.1;B.1.1;B.1.1.159 217
B;B.1;B.1.1;B.1.1.420 989
B;B.1;B.1.298 489
B;B.1;B.1.146 232
B;B.1;B.1.452 76
B;B.1;B.1.241 1283
B;B.1;B.1.517 2344
B;B.1;B.1.36;B.1.36.31 597
B;B.1;B.1.465 265
B;B.1;B.1.1;B.1.1.71 165
B;B.1;B.1.384 340
B;B.1;B.1.428 1031
B;B.58 98
B;B.1;B.1.23 168
B;B.1;B.1.1;B.1.1.198 672
B;B.1;B.1.108 174
A;A.19 110
B;B.1;B.1.1;B.1.1.77 24
B;B.1;B.1.260 231
B;B.1;B.1.1;B.1.1.413 159
B;B.4;B.4.7 99
B;B.1;B.1.530 158
B;B.1;B.1.311 3565
B;B.1;B.1.338 129
B;B.1;B.1.438 144
B;B.1;B.1.617;B.1.617.2;AY.65 2075
B;B.5 26
B;B.1;B.1.434 17
B;B.1;B.1.1;B.1.1.306 2350
B;B.1;B.1.113 62
B;B.1;B.1.617;B.1.617.2;AY.69 7103
B;B.1;B.1.617;B.1.617.2;AY.67 2087
B;B.1;B.1.617;B.1.617.2;AY.4;AY.4.1 1435
B;B.1;B.1.177;B.1.177.7 5979
B;B.1;B.1.177;B.1.177.60 5128
B;B.1;B.1.1;B.1.1.294 766
B;B.6;B.6.8 121
B;B.1;B.1.369 3515
B;B.1;B.1.153 53
B;B.1;B.1.157 207
B;B.1;B.1.565 1255
B;B.1;B.1.22 822
B;B.1;B.1.225 65
B;B.1;B.1.469 274
B;B.1;B.1.1;B.1.1.63 2616
B;B.1;B.1.1;B.1.1.368 330
B;B.1;B.1.480 401
B;B.1;B.1.466;B.1.466.2;AU.1 800
B;B.1;B.1.466;B.1.466.1 141
B;B.1;B.1.1;B.1.1.523 646
B;B.1;B.1.617;B.1.617.2;AY.16 2838
B;B.1;B.1.617;B.1.617.2;AY.1 2603
B;B.1;B.1.617;B.1.617.2;AY.46;AY.46.4 4933
B;B.1;B.1.617;B.1.617.2;AY.115 185
B;B.1;B.1.617;B.1.617.2;AY.76 342
B;B.1;B.1.617;B.1.617.2;AY.13 6016
B;B.1;B.1.617;B.1.617.2;AY.52 1291
B;B.1;B.1.1;B.1.1.529;BA.2 7
B;B.53 85
B;B.1;B.1.252 151
B;B.1;B.1.201 178
B;B.1;B.1.1;B.1.1.369 2241
B;B.1;B.1.1;B.1.1.1;C.8 249
B;B.1;B.1.91 485
B;B.1;B.1.1;B.1.1.37 5234
B;B.1;B.1.1;B.1.1.1;C.2 64
A;A.23;A.23.1 1426
B;B.1;B.1.1;B.1.1.186 302
B;B.1;B.1.617;B.1.617.2;AY.111 6719
B;B.1;B.1.617;B.1.617.2;AY.59 2492
B;B.1;B.1.617;B.1.617.2;AY.116;AY.116.1 3553
B;B.1;B.1.1;B.1.1.164 196
B;B.1;B.1.1;B.1.1.25;D.3 168
B;B.6;B.6.6 1130
B;B.4;B.4.5 84
B;B.1;B.1.1;B.1.1.8 284
B;B.1;B.1.413 237
B;B.1;B.1.164 67
B;B.1;B.1.210 449
B;B.1;B.1.36;B.1.36.16 726
B;B.1;B.1.1;B.1.1.383 16
B;B.1;B.1.411 311
B;B.1;B.1.1;B.1.1.136 47
B;B.1;B.1.1;B.1.1.397 466
B;B.1;B.1.36;B.1.36.7 251
B;B.1;B.1.1;B.1.1.434 2870
B;B.1;B.1.1;B.1.1.318;AZ.2 1222
B;B.1;B.1.617;B.1.617.2;AY.95 1780
B;B.1;B.1.1;B.1.1.412 131
B;B.1;B.1.617;B.1.617.2;AY.19 459
B;B.1;B.1.335 220
B;B.1;B.1.36;B.1.36.24 160
B;B.1;B.1.313 159
B;B.1;B.1.1;B.1.1.75 94
B;B.1;B.1.471 388
A;A.25 54
B;B.1;B.1.617;B.1.617.2;AY.39;AY.39.2 1163
B;B.1;B.1.6 58
B;B.1;B.1.264 81
B;B.1;B.1.39 258
B;B.1;B.1.314 133
B;B.52 100
B;B.1;B.1.1;B.1.1.401 20
B;B.1;B.1.333 96
B;B.1;B.1.1;B.1.1.142 52
B;B.1;B.1.535 35
B;B.1;B.1.428;B.1.428.3 84
B;B.1;B.1.1;B.1.1.464 703
B;B.1;B.1.441 107
B;B.1;B.1.36;B.1.36.33 143
B;B.1;B.1.405 96
B;B.15 57
B;B.1;B.1.355 96
B;B.1;B.1.177;B.1.177.33 616
B;B.1;B.1.1;B.1.1.354 352
B;B.1;B.1.177;B.1.177.39 65
B;B.1;B.1.609 2107
B;B.1;B.1.527 273
B;B.1;B.1.258;B.1.258.6 49
B;B.1;B.1.177;B.1.177.4 4733
B;B.1;B.1.1;B.1.1.141 500
B;B.1;B.1.1;B.1.1.266 82
B;B.1;B.1.1;B.1.1.279 905
B;B.1;B.1.521 200
B;B.1;B.1.1;B.1.1.371 98
B;B.1;B.1.1;B.1.1.5 117
B;B.1;B.1.291 53
B;B.1;B.1.177;B.1.177.67 131
B;B.1;B.1.1;B.1.1.153 919
B;B.1;B.1.560 1649
B;B.1;B.1.36;B.1.36.22 836
B;B.1;B.1.332 286
B;B.1;B.1.617;B.1.617.2;AY.4;AY.4.2;AY.4.2.1 12678
B;B.1;B.1.617;B.1.617.2;AY.5;AY.5.4 4341
B;B.1;B.1.617;B.1.617.2;AY.41 3438
B;B.1;B.1.258;B.1.258.17 9708
B;B.1;B.1.1;B.1.1.331 86
B;B.1;B.1.510 40
B;B.1;B.1.360 84
B;B.1;B.1.513 72
B;B.11 237
B;B.1;B.1.1;B.1.1.319 46
B;B.1;B.1.1;B.1.1.113 143
B;B.1;B.1.224 51
B;B.1;B.1.93 1075
B;B.1;B.1.1;B.1.1.271 18
B;B.1;B.1.1;B.1.1.323 72
B;B.1;B.1.1;B.1.1.370;AT.1 179
B;B.1;B.1.1;B.1.1.232 558
B;B.1;B.1.617;B.1.617.2;AY.68 3026
B;B.1;B.1.617;B.1.617.2;AY.60 1074
B;B.1;B.1.617;B.1.617.2;AY.7 5277
B;B.1;B.1.1;B.1.1.47 187
B;B.1;B.1.617;B.1.617.2;AY.120;AY.120.2;AY.120.2.1 2119
B;B.1;B.1.367 1201
B;B.1;B.1.213 67
B;B.1;B.1.389 877
B;B.1;B.1.1;B.1.1.433 710
B;B.1;B.1.617;B.1.617.2;AY.50 2771
B;B.1;B.1.617;B.1.617.2;AY.112 79
B;B.1;B.1.617;B.1.617.2;AY.4;AY.4.4 2946
B;B.1;B.1.149 295
B;B.1;B.1.1;B.1.1.170 806
B;B.1;B.1.177;B.1.177.50 242
B;B.1;B.1.177;B.1.177.23 311
B;B.1;B.1.1;B.1.1.521 179
B;B.1;B.1.617;B.1.617.2;AY.123 1349
B;B.1;B.1.1;B.1.1.219 207
B;B.1;B.1.617;B.1.617.2;AY.85 3160
B;B.1;B.1.177;B.1.177.43 668
B;B.1;B.1.1;B.1.1.347 54
B;B.1;B.1.177;B.1.177.75 978
B;B.1;B.1.617;B.1.617.2;AY.5;AY.5.3 2394
B;B.1;B.1.617;B.1.617.2;AY.7;AY.7.2 1882
B;B.1;B.1.258;B.1.258.14 1031
B;B.1;B.1.617;B.1.617.2;AY.77 997
B;B.1;B.1.1;B.1.1.234 82
B;B.1;B.1.160;B.1.160.22 148
B;B.1;B.1.617;B.1.617.2;AY.46;AY.46.2 1577
B;B.1;B.1.177;B.1.177.38 96
B;B.1;B.1.1;B.1.1.404 64
B;B.1;B.1.160;B.1.160.31 122
B;B.1;B.1.617;B.1.617.2;AY.55 888
B;B.1;B.1.617;B.1.617.2;AY.22 564
B;B.1;B.1.1;B.1.1.277 1379
B;B.1;B.1.617;B.1.617.2;AY.120;AY.120.2 873
B;B.1;B.1.408 588
B;B.1;B.1.1;B.1.1.1;C.30 578
B;B.1;B.1.1;B.1.1.415 20
B;B.1;B.1.617;B.1.617.2;AY.43;AY.43.4 1748
B;B.1;B.1.177;B.1.177.77 1383
B;B.1;B.1.1;B.1.1.373 42
B;B.1;B.1.617;B.1.617.2;AY.51 1243
B;B.1;B.1.264;B.1.264.1 22
B;B.1;B.1.218 193
B;B.1;B.1.177;B.1.177.84 149
B;B.1;B.1.160;B.1.160.16 1102
B;B.1;B.1.160;B.1.160.28 352
B;B.1;B.1.177;B.1.177.15;AA.1 133
B;B.1;B.1.1;B.1.1.428 108
B;B.1;B.1.258;B.1.258.16 611
B;B.1;B.1.1;B.1.1.305;AF.1 26
B;B.1;B.1.177;B.1.177.56 1498
B;B.1;B.1.1;B.1.1.1;C.39 49
B;B.1;B.1.1;B.1.1.144 36
B;B.1;B.1.1;B.1.1.374 424
B;B.1;B.1.160;B.1.160.26 417
B;B.1;B.1.36;B.1.36.23 67
B;B.1;B.1.1;B.1.1.1;C.38 128
B;B.1;B.1.1;B.1.1.449 44
B;B.1;B.1.1;B.1.1.200 147
B;B.1;B.1.1;B.1.1.525 153
B;B.1;B.1.617;B.1.617.2;AY.99;AY.99.1 941
B;B.1;B.1.1;B.1.1.137 78
B;B.1;B.1.94 50
B;B.1;B.1.378 114
B;B.1;B.1.1;B.1.1.306;AE.2 17
B;B.1;B.1.281 42
B;B.1;B.1.1;B.1.1.306;AE.4 22
B;B.1;B.1.617;B.1.617.2;AY.80 1228
B;B.1;B.1.617;B.1.617.2;AY.104 485
B;B.1;B.1.617;B.1.617.2;AY.46;AY.46.5 6433
B;B.1;B.1.617;B.1.617.2;AY.11 757
B;B.1;B.1.1;B.1.1.306;AE.6 24
B;B.1;B.1.1;B.1.1.306;AE.7 12
B;B.1;B.1.1;B.1.1.326 596
B;B.1;B.1.1;B.1.1.27 178
A;A.28 381
B;B.1;B.1.617;B.1.617.2;AY.48 1814
B;B.4;B.4.2 15
B;B.1;B.1.199 209
B;B.1;B.1.159 82
B;B.1;B.1.351;B.1.351.2 3485
B;B.1;B.1.1;B.1.1.175 15
B;B.1;B.1.1;B.1.1.59 156
B;B.1;B.1.1;B.1.1.12 134
B;B.1;B.1.617;B.1.617.2;AY.10 1539
B;B.1;B.1.617;B.1.617.2;AY.86 1037
B;B.1;B.1.1;B.1.1.25;D.5 207
B;B.1;B.1.1;B.1.1.387 26
B;B.1;B.1.617;B.1.617.2;AY.58 1180
B;B.1;B.1.350 341
B;B.57 66
B;B.1;B.1.1;B.1.1.422 22
B;B.1;B.1.466 44
B;B.1;B.1.321 29
B;B.1;B.1.1;B.1.1.1;C.1 437
B;B.1;B.1.160;B.1.160.9 137
B;B.1;B.1.177;B.1.177.74 66
B;B.1;B.1.177;B.1.177.40 211
B;B.1;B.1.147 1321
B;B.1;B.1.1;B.1.1.7;Q.3 7035
B;B.1;B.1.617;B.1.617.2;AY.72 1135
B;B.1;B.1.1;B.1.1.1;C.36;C.36.3;C.36.3.1 370
B;B.1;B.1.617;B.1.617.2;AY.8 1646
B;B.1;B.1.177;B.1.177.8 1331
B;B.1;B.1.221;B.1.221.1 345
B;B.1;B.1.617;B.1.617.2;AY.120;AY.120.1 3523
B;B.1;B.1.617;B.1.617.2;AY.96 907
B;B.1;B.1.617;B.1.617.2;AY.43;AY.43.2 866
B;B.1;B.1.617;B.1.617.2;AY.43;AY.43.1 727
B;B.1;B.1.258;B.1.258.11 2508
B;B.1;B.1.1;B.1.1.297 446
B;B.1;B.1.221;B.1.221.4 240
B;B.1;B.1.177;B.1.177.10 1141
B;B.1;B.1.1;B.1.1.522 54
B;B.1;B.1.1;B.1.1.528 147
B;B.1;B.1.1;B.1.1.28;P.1;P.1.9 223
B;B.1;B.1.617;B.1.617.2;AY.109 1930
B;B.1;B.1.12 126
B;B.1;B.1.1;B.1.1.436 39
B;B.38 42
B;B.1;B.1.1;B.1.1.221 108
B;B.1;B.1.1;B.1.1.28;P.1;P.1.17;P.1.17.1 1149
B;B.1;B.1.619;B.1.619.1 1561
B;B.1;B.1.617;B.1.617.2;AY.43;AY.43.3 1362
B;B.1;B.1.343 49
B;B.1;B.1.9;B.1.9.3 26
B;B.1;B.1.177;B.1.177.53;W.2 207
B;B.1;B.1.151 90
B;B.1;B.1.223 362
B;B.1;B.1.617;B.1.617.2;AY.91;AY.91.1 255
B;B.1;B.1.1;B.1.1.325 39
B;B.1;B.1.1;B.1.1.241 474
B;B.1;B.1.177;B.1.177.53 426
B;B.1;B.1.1;B.1.1.483 25
B;B.1;B.1.456 354
B;B.1;B.1.160;B.1.160.14 490
B;B.1;B.1.190 96
B;B.1;B.1.375 1199
B;B.1;B.1.617;B.1.617.2;AY.46;AY.46.1 1065
B;B.1;B.1.1;B.1.1.318;AZ.5 287
B;B.1;B.1.1;B.1.1.7;Q.6 152
B;B.1;B.1.640 179
B;B.1;B.1.211 39
B;B.1;B.1.1;B.1.1.398 357
B;B.1;B.1.1;B.1.1.10;L.2 88
B;B.1;B.1.1;B.1.1.50 1484
B;B.1;B.1.1;B.1.1.122 23
B;B.1;B.1.219 109
B;B.1;B.1.177;B.1.177.37 37
B;B.1;B.1.1;B.1.1.351 360
B;B.1;B.1.160;B.1.160.20 113
B;B.1;B.1.474 520
B;B.1;B.1.160;B.1.160.8 776
B;B.1;B.1.177;B.1.177.15 1597
B;B.1;B.1.177;B.1.177.2 220
B;B.1;B.1.258;B.1.258.21 127
B;B.1;B.1.1;B.1.1.429 218
B;B.1;B.1.247 129
B;B.1;B.1.177;B.1.177.59 62
A;A.2;A.2.5;A.2.5.3 98
B;B.1;B.1.617;B.1.617.2;AY.79 1150
B;B.36 14
